customer_id,recency,frequency,monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,cluster
C144285,153,1,242.4,1,1,2,112,4,0
C144287,610,1,1200.32,1,1,4,114,6,0
C144290,730,1,47.07,1,1,1,111,3,0
C144291,342,1,20.92,1,1,1,111,3,0
C144294,378,1,1016.5,1,1,4,114,6,0
C144297,40,1,26250,3,1,4,314,8,1
C144301,767,1,47.07,1,1,1,111,3,0
C144302,304,1,9602.72,1,1,4,114,6,2
C144304,170,1,20.92,1,1,1,111,3,0
C144317,681,1,300.08,1,1,2,112,4,0
C144322,630,1,573.44,1,1,3,113,5,0
C144323,629,1,20.92,1,1,1,111,3,0
C144326,528,1,7502,1,1,4,114,6,2
C144328,357,1,1200.32,1,1,4,114,6,0
C144329,520,1,7502,1,1,4,114,6,2
C144334,334,1,1016.5,1,1,4,114,6,0
C144337,144,1,1200.32,1,1,4,114,6,0
C144338,421,1,7502,1,1,4,114,6,2
C144342,452,1,7502,1,1,4,114,6,2
C144345,626,1,143.36,1,1,2,112,4,0
C144347,710,1,300.08,1,1,2,112,4,0
C144350,377,1,11.73,1,1,1,111,3,0
C144353,265,1,365.94,1,1,2,112,4,0
C144356,774,1,40.66,1,1,1,111,3,0
C144360,484,1,143.36,1,1,2,112,4,0
C144366,617,1,5.23,1,1,1,111,3,0
C144367,480,1,40.66,1,1,1,111,3,0
C144368,597,1,300.08,1,1,2,112,4,0
C144370,597,1,1200.32,1,1,4,114,6,0
C144371,351,1,9602.72,1,1,4,114,6,2
C144374,195,1,20.92,1,1,1,111,3,0
C144377,649,1,2700.72,1,1,4,114,6,0
C144386,94,1,4801.28,1,1,4,114,6,2
C144391,701,1,9602.72,1,1,4,114,6,2
C144398,371,1,20.92,1,1,1,111,3,0
C144400,584,1,1200.32,1,1,4,114,6,0
C144402,580,1,2700.72,1,1,4,114,6,0
C144403,169,1,9602.72,1,1,4,114,6,2
C144410,112,1,650.56,1,1,3,113,5,0
C144418,446,1,1016.5,1,1,4,114,6,0
C144425,567,1,4801.28,1,1,4,114,6,2
C144426,66,1,7502,2,1,4,214,7,2
C144431,215,1,2400.68,1,1,4,114,6,0
C144432,305,1,300.08,1,1,2,112,4,0
C144437,7,1,378.75,4,1,2,412,7,0
C144440,521,1,7502,1,1,4,114,6,2
C144442,752,1,7502,1,1,4,114,6,2
C144444,660,1,4801.28,1,1,4,114,6,2
C144445,430,1,1200.32,1,1,4,114,6,0
C144446,177,1,46.92,1,1,1,111,3,0
C144447,533,1,600.17,1,1,3,113,5,0
C144448,317,1,83.68,1,1,1,111,3,0
C144451,210,1,15004.25,1,1,4,114,6,1
C144452,8,1,322.56,4,1,2,412,7,0
C144453,655,1,4801.28,1,1,4,114,6,2
C144454,368,1,2700.72,1,1,4,114,6,0
C144455,699,1,105.57,1,1,2,112,4,0
C144456,29,1,130.75,4,1,2,412,7,0
C144462,557,1,60.6,1,1,1,111,3,0
C144463,667,1,7502,1,1,4,114,6,2
C144464,129,1,2700.72,1,1,4,114,6,0
C144466,588,1,143.36,1,1,2,112,4,0
C144469,249,1,60.6,1,1,1,111,3,0
C144471,735,1,7502,1,1,4,114,6,2
C144474,281,1,4801.28,1,1,4,114,6,2
C144477,243,1,16800,1,1,4,114,6,1
C144478,102,1,1050,1,1,4,114,6,0
C144480,137,1,40.66,1,1,1,111,3,0
C144490,491,1,1200.32,1,1,4,114,6,0
C144491,402,1,162.64,1,1,2,112,4,0
C144493,415,1,143.36,1,1,2,112,4,0
C144494,95,1,47.07,1,1,1,111,3,0
C144497,591,1,40.66,1,1,1,111,3,0
C144500,535,1,2700.72,1,1,4,114,6,0
C144505,683,1,300.08,1,1,2,112,4,0
C144512,588,1,7502,1,1,4,114,6,2
C144515,67,1,7502,2,1,4,214,7,2
C144517,537,1,4801.28,1,1,4,114,6,2
C144520,48,1,5.23,3,1,1,311,5,0
C144524,740,1,1200.32,1,1,4,114,6,0
C144525,517,1,7502,1,1,4,114,6,2
C144529,360,1,4801.28,1,1,4,114,6,2
C144532,158,1,4801.28,1,1,4,114,6,2
C144533,569,1,7502,1,1,4,114,6,2
C144537,437,1,5401.53,1,1,4,114,6,2
C144539,407,1,650.56,1,1,3,113,5,0
C144541,455,1,1200.32,1,1,4,114,6,0
C144542,514,1,162.64,1,1,2,112,4,0
C144546,290,1,4801.28,1,1,4,114,6,2
C144548,609,1,2400.68,1,1,4,114,6,0
C144555,77,1,1200.32,2,1,4,214,7,0
C144556,166,1,187.68,1,1,2,112,4,0
C144558,796,1,130.75,1,1,2,112,4,0
C144559,409,1,20.92,1,1,1,111,3,0
C144567,742,1,143.36,1,1,2,112,4,0
C144570,411,1,83.68,1,1,1,111,3,0
C144573,283,1,365.94,1,1,2,112,4,0
C144574,140,1,1016.5,1,1,4,114,6,0
C144575,201,1,7502,1,1,4,114,6,2
C144578,492,1,5401.53,1,1,4,114,6,2
C144580,520,1,4801.28,1,1,4,114,6,2
C144581,453,1,162.64,1,1,2,112,4,0
C144582,674,1,573.44,1,1,3,113,5,0
C144584,780,1,300.08,1,1,2,112,4,0
C144587,606,1,600.17,1,1,3,113,5,0
C144590,379,1,187.68,1,1,2,112,4,0
C144595,395,1,16800,1,1,4,114,6,1
C144601,739,1,2400.68,1,1,4,114,6,0
C144603,305,1,7502,1,1,4,114,6,2
C144604,541,1,2700.72,1,1,4,114,6,0
C144605,283,1,2700.72,1,1,4,114,6,0
C144610,364,1,7502,1,1,4,114,6,2
C144614,70,1,300.08,2,1,2,212,5,0
C144616,754,1,130.75,1,1,2,112,4,0
C144618,254,1,300.08,1,1,2,112,4,0
C144621,210,1,1200.32,1,1,4,114,6,0
C144623,223,1,130.75,1,1,2,112,4,0
C144625,741,1,130.75,1,1,2,112,4,0
C144628,442,1,2400.68,1,1,4,114,6,0
C144629,683,1,1016.5,1,1,4,114,6,0
C144631,67,1,143.36,2,1,2,212,5,0
C144634,763,1,162.64,1,1,2,112,4,0
C144635,455,1,9602.72,1,1,4,114,6,2
C144638,266,1,9450,1,1,4,114,6,2
C144641,668,1,5401.53,1,1,4,114,6,2
C144642,195,1,130.75,1,1,2,112,4,0
C144643,522,1,15.15,1,1,1,111,3,0
C144644,725,1,600.17,1,1,3,113,5,0
C144647,175,1,83.68,1,1,1,111,3,0
C144656,737,1,300.08,1,1,2,112,4,0
C144658,366,1,365.94,1,1,2,112,4,0
C144661,216,1,5401.53,1,1,4,114,6,2
C144664,599,1,83.68,1,1,1,111,3,0
C144667,775,1,35.84,1,1,1,111,3,0
C144669,466,1,5.23,1,1,1,111,3,0
C144674,125,1,5.23,1,1,1,111,3,0
C144678,603,1,2700.72,1,1,4,114,6,0
C144680,628,1,83.68,1,1,1,111,3,0
C144688,646,1,40.66,1,1,1,111,3,0
C144696,380,1,9450,1,1,4,114,6,2
C144698,687,1,5401.53,1,1,4,114,6,2
C144699,706,1,600.17,1,1,3,113,5,0
C144701,734,1,322.56,1,1,2,112,4,0
C144709,691,1,2700.72,1,1,4,114,6,0
C144710,722,1,365.94,1,1,2,112,4,0
C144711,235,1,650.56,1,1,3,113,5,0
C144712,674,1,573.44,1,1,3,113,5,0
C144724,167,1,5.23,1,1,1,111,3,0
C144727,683,1,83.68,1,1,1,111,3,0
C144729,718,1,1016.5,1,1,4,114,6,0
C144730,787,1,105.57,1,1,2,112,4,0
C144731,465,1,7502,1,1,4,114,6,2
C144739,424,1,300.08,1,1,2,112,4,0
C144740,331,1,600.17,1,1,3,113,5,0
C144745,557,1,650.56,1,1,3,113,5,0
C144747,450,1,600.17,1,1,3,113,5,0
C144748,721,1,136.35,1,1,2,112,4,0
C144750,719,1,130.75,1,1,2,112,4,0
C144753,106,1,4801.28,1,1,4,114,6,2
C144761,504,1,2400.68,1,1,4,114,6,0
C144765,628,1,650.56,1,1,3,113,5,0
C144771,120,1,1200.32,1,1,4,114,6,0
C144772,357,1,9450,1,1,4,114,6,2
C144776,714,1,300.08,1,1,2,112,4,0
C144779,464,1,83.68,1,1,1,111,3,0
C144781,213,1,4801.28,1,1,4,114,6,2
C144785,348,1,4801.28,1,1,4,114,6,2
C144786,96,1,143.36,1,1,2,112,4,0
C144787,615,1,5401.53,1,1,4,114,6,2
C144790,446,1,1200.32,1,1,4,114,6,0
C144794,465,1,136.35,1,1,2,112,4,0
C144795,43,1,143.36,3,1,2,312,6,0
C144798,637,1,20.92,1,1,1,111,3,0
C144800,36,1,300.08,3,1,2,312,6,0
C144801,723,1,7502,1,1,4,114,6,2
C144802,219,1,650.56,1,1,3,113,5,0
C144808,11,1,650.56,4,1,3,413,8,0
C144814,686,1,4801.28,1,1,4,114,6,2
C144823,33,1,162.64,3,1,2,312,6,0
C144825,609,1,35.84,1,1,1,111,3,0
C144833,731,1,322.56,1,1,2,112,4,0
C144836,791,1,83.68,1,1,1,111,3,0
C144839,213,1,242.4,1,1,2,112,4,0
C144840,299,1,47.07,1,1,1,111,3,0
C144841,261,1,187.68,1,1,2,112,4,0
C144842,200,1,2400.68,1,1,4,114,6,0
C144849,559,1,162.64,1,1,2,112,4,0
C144851,291,1,1016.5,1,1,4,114,6,0
C144853,61,1,293.25,2,1,2,212,5,0
C144860,319,1,300.08,1,1,2,112,4,0
C144865,726,1,15004.25,1,1,4,114,6,1
C144866,405,1,40.66,1,1,1,111,3,0
C144867,140,1,365.94,1,1,2,112,4,0
C144869,60,1,60.6,3,1,1,311,5,0
C144876,153,1,4801.28,1,1,4,114,6,2
C144878,782,1,1200.32,1,1,4,114,6,0
C144879,487,1,35.84,1,1,1,111,3,0
C144882,206,1,300.08,1,1,2,112,4,0
C144886,512,1,20.92,1,1,1,111,3,0
C144887,460,1,650.56,1,1,3,113,5,0
C144890,193,1,20.92,1,1,1,111,3,0
C144894,319,1,83.68,1,1,1,111,3,0
C144903,335,1,143.36,1,1,2,112,4,0
C144905,35,1,896,3,1,3,313,7,0
C144911,375,1,83.68,1,1,1,111,3,0
C144914,615,1,4200,1,1,4,114,6,2
C144916,352,1,130.75,1,1,2,112,4,0
C144922,483,1,1016.5,1,1,4,114,6,0
C144924,204,1,7502,1,1,4,114,6,2
C144925,601,1,300.08,1,1,2,112,4,0
C144934,447,1,650.56,1,1,3,113,5,0
C144935,13,1,896,4,1,3,413,8,0
C144938,455,1,650.56,1,1,3,113,5,0
C144939,424,1,4801.28,1,1,4,114,6,2
C144940,234,1,1016.5,1,1,4,114,6,0
C144942,57,1,40.66,3,1,1,311,5,0
C144944,159,1,1016.5,1,1,4,114,6,0
C144947,444,1,7502,1,1,4,114,6,2
C144948,102,1,1016.5,1,1,4,114,6,0
C144952,493,1,2400.68,1,1,4,114,6,0
C144953,191,1,896,1,1,3,113,5,0
C144955,612,1,26250,1,1,4,114,6,1
C144960,367,1,15.15,1,1,1,111,3,0
C144965,643,1,2700.72,1,1,4,114,6,0
C144974,195,1,4801.28,1,1,4,114,6,2
C144977,100,1,130.75,1,1,2,112,4,0
C144979,450,1,1050,1,1,4,114,6,0
C144982,631,1,83.68,1,1,1,111,3,0
C144989,727,1,105.57,1,1,2,112,4,0
C144994,633,1,15004.25,1,1,4,114,6,1
C144996,687,1,2700.72,1,1,4,114,6,0
C144997,331,1,1200.32,1,1,4,114,6,0
C144999,679,1,4801.28,1,1,4,114,6,2
C145001,645,1,9602.72,1,1,4,114,6,2
C145002,270,1,2400.68,1,1,4,114,6,0
C145011,166,1,130.75,1,1,2,112,4,0
C145012,121,1,83.68,1,1,1,111,3,0
C145013,475,1,1200.32,1,1,4,114,6,0
C145014,737,1,378.75,1,1,2,112,4,0
C145015,729,1,47.07,1,1,1,111,3,0
C145018,14,1,300.08,4,1,2,412,7,0
C145019,128,1,2700.72,1,1,4,114,6,0
C145022,23,1,136.35,4,1,2,412,7,0
C145023,66,1,2700.72,2,1,4,214,7,0
C145030,232,1,46.92,1,1,1,111,3,0
C145034,243,1,5.23,1,1,1,111,3,0
C145036,604,1,365.94,1,1,2,112,4,0
C145037,68,1,7502,2,1,4,214,7,2
C145040,494,1,4801.28,1,1,4,114,6,2
C145041,196,1,573.44,1,1,3,113,5,0
C145048,310,1,46.92,1,1,1,111,3,0
C145049,252,1,300.08,1,1,2,112,4,0
C145051,617,1,573.44,1,1,3,113,5,0
C145052,129,1,7502,1,1,4,114,6,2
C145053,597,1,9602.72,1,1,4,114,6,2
C145059,549,1,143.36,1,1,2,112,4,0
C145062,203,1,143.36,1,1,2,112,4,0
C145064,188,1,143.36,1,1,2,112,4,0
C145066,45,1,1200.32,3,1,4,314,8,0
C145068,552,1,650.56,1,1,3,113,5,0
C145071,153,1,130.75,1,1,2,112,4,0
C145076,330,1,322.56,1,1,2,112,4,0
C145079,152,1,2700.72,1,1,4,114,6,0
C145082,739,1,1200.32,1,1,4,114,6,0
C145085,401,1,143.36,1,1,2,112,4,0
C145088,617,1,1200.32,1,1,4,114,6,0
C145092,325,1,83.68,1,1,1,111,3,0
C145093,333,1,83.68,1,1,1,111,3,0
C145097,593,1,4801.28,1,1,4,114,6,2
C145101,185,1,5.23,1,1,1,111,3,0
C145106,602,1,35.84,1,1,1,111,3,0
C145109,199,1,7502,1,1,4,114,6,2
C145113,400,1,2700.72,1,1,4,114,6,0
C145114,106,1,130.75,1,1,2,112,4,0
C145115,458,1,7502,1,1,4,114,6,2
C145121,757,1,2700.72,1,1,4,114,6,0
C145127,23,1,46.92,4,1,1,411,6,0
C145128,258,1,300.08,1,1,2,112,4,0
C145130,136,1,896,1,1,3,113,5,0
C145137,659,1,293.25,1,1,2,112,4,0
C145138,222,1,1200.32,1,1,4,114,6,0
C145141,283,1,15004.25,1,1,4,114,6,1
C145147,32,1,650.56,3,1,3,313,7,0
C145149,169,1,9602.72,1,1,4,114,6,2
C145153,653,1,2400.68,1,1,4,114,6,0
C145157,759,1,573.44,1,1,3,113,5,0
C145158,368,1,600.17,1,1,3,113,5,0
C145159,332,1,11.73,1,1,1,111,3,0
C145161,429,1,15004.25,1,1,4,114,6,1
C145162,503,1,650.56,1,1,3,113,5,0
C145168,238,1,40.66,1,1,1,111,3,0
C145169,691,1,2400.68,1,1,4,114,6,0
C145171,489,1,83.68,1,1,1,111,3,0
C145173,578,1,105.57,1,1,2,112,4,0
C145177,201,1,5.23,1,1,1,111,3,0
C145180,234,1,47.07,1,1,1,111,3,0
C145183,458,1,130.75,1,1,2,112,4,0
C145186,534,1,4801.28,1,1,4,114,6,2
C145192,386,1,47.07,1,1,1,111,3,0
C145201,244,1,40.66,1,1,1,111,3,0
C145202,458,1,600.17,1,1,3,113,5,0
C145208,491,1,300.08,1,1,2,112,4,0
C145210,398,1,2700.72,1,1,4,114,6,0
C145214,101,1,20.92,1,1,1,111,3,0
C145217,53,1,15.15,3,1,1,311,5,0
C145218,317,1,1200.32,1,1,4,114,6,0
C145221,492,1,162.64,1,1,2,112,4,0
C145226,568,1,2400.68,1,1,4,114,6,0
C145227,708,1,365.94,1,1,2,112,4,0
C145229,395,1,83.68,1,1,1,111,3,0
C145237,669,1,600.17,1,1,3,113,5,0
C145242,71,1,20.92,2,1,1,211,4,0
C145243,365,1,40.66,1,1,1,111,3,0
C145244,506,1,7502,1,1,4,114,6,2
C145248,184,1,2700.72,1,1,4,114,6,0
C145250,368,1,365.94,1,1,2,112,4,0
C145255,197,1,105.57,1,1,2,112,4,0
C145256,303,1,4200,1,1,4,114,6,2
C145260,676,1,300.08,1,1,2,112,4,0
C145261,566,1,1050,1,1,4,114,6,0
C145264,433,1,573.44,1,1,3,113,5,0
C145267,267,1,7502,1,1,4,114,6,2
C145270,430,1,300.08,1,1,2,112,4,0
C145273,80,1,1016.5,2,1,4,214,7,0
C145274,740,1,1200.32,1,1,4,114,6,0
C145278,707,1,573.44,1,1,3,113,5,0
C145279,103,1,20.92,1,1,1,111,3,0
C145284,310,1,5.23,1,1,1,111,3,0
C145289,232,1,7502,1,1,4,114,6,2
C145290,411,1,7502,1,1,4,114,6,2
C145291,143,1,1016.5,1,1,4,114,6,0
C145293,436,1,1200.32,1,1,4,114,6,0
C145298,707,1,1200.32,1,1,4,114,6,0
C145302,738,1,896,1,1,3,113,5,0
C145303,606,1,322.56,1,1,2,112,4,0
C145304,303,1,4801.28,1,1,4,114,6,2
C145305,454,1,40.66,1,1,1,111,3,0
C145311,503,1,20.92,1,1,1,111,3,0
C145315,319,1,83.68,1,1,1,111,3,0
C145320,661,1,35.84,1,1,1,111,3,0
C145327,524,1,300.08,1,1,2,112,4,0
C145329,601,1,35.84,1,1,1,111,3,0
C145332,510,1,4801.28,1,1,4,114,6,2
C145347,458,1,2700.72,1,1,4,114,6,0
C145348,295,1,16800,1,1,4,114,6,1
C145349,350,1,9602.72,1,1,4,114,6,2
C145356,187,1,162.64,1,1,2,112,4,0
C145359,587,1,130.75,1,1,2,112,4,0
C145364,665,1,2700.72,1,1,4,114,6,0
C145365,564,1,1200.32,1,1,4,114,6,0
C145371,755,1,7502,1,1,4,114,6,2
C145374,659,1,300.08,1,1,2,112,4,0
C145375,639,1,365.94,1,1,2,112,4,0
C145377,231,1,15.15,1,1,1,111,3,0
C145382,452,1,130.75,1,1,2,112,4,0
C145387,93,1,9450,1,1,4,114,6,2
C145388,577,1,650.56,1,1,3,113,5,0
C145389,369,1,20.92,1,1,1,111,3,0
C145390,407,1,143.36,1,1,2,112,4,0
C145392,330,1,187.68,1,1,2,112,4,0
C145395,259,1,20.92,1,1,1,111,3,0
C145396,240,1,7502,1,1,4,114,6,2
C145398,222,1,20.92,1,1,1,111,3,0
C145399,707,1,300.08,1,1,2,112,4,0
C145400,11,1,5.23,4,1,1,411,6,0
C145402,303,1,35.84,1,1,1,111,3,0
C145405,233,1,130.75,1,1,2,112,4,0
C145410,433,1,1200.32,1,1,4,114,6,0
C145411,618,1,15.15,1,1,1,111,3,0
C145413,276,1,1200.32,1,1,4,114,6,0
C145415,634,1,4801.28,1,1,4,114,6,2
C145423,579,1,35.84,1,1,1,111,3,0
C145424,622,1,365.94,1,1,2,112,4,0
C145425,197,1,4200,1,1,4,114,6,2
C145426,153,1,1200.32,1,1,4,114,6,0
C145428,517,1,7502,1,1,4,114,6,2
C145429,228,1,7502,1,1,4,114,6,2
C145430,709,1,4801.28,1,1,4,114,6,2
C145446,347,1,300.08,1,1,2,112,4,0
C145459,4,1,83.68,4,1,1,411,6,0
C145463,629,1,35.84,1,1,1,111,3,0
C145466,104,1,378.75,1,1,2,112,4,0
C145471,364,1,162.64,1,1,2,112,4,0
C145480,612,1,130.75,1,1,2,112,4,0
C145481,286,1,1200.32,1,1,4,114,6,0
C145483,481,1,7502,1,1,4,114,6,2
C145484,492,1,650.56,1,1,3,113,5,0
C145492,598,1,105.57,1,1,2,112,4,0
C145493,725,1,7502,1,1,4,114,6,2
C145496,331,1,1200.32,1,1,4,114,6,0
C145498,106,1,365.94,1,1,2,112,4,0
C145507,340,1,40.66,1,1,1,111,3,0
C145508,242,1,2700.72,1,1,4,114,6,0
C145511,574,1,896,1,1,3,113,5,0
C145512,262,1,896,1,1,3,113,5,0
C145513,378,1,1200.32,1,1,4,114,6,0
C145514,768,1,300.08,1,1,2,112,4,0
C145521,483,1,4801.28,1,1,4,114,6,2
C145533,249,1,47.07,1,1,1,111,3,0
C145537,64,1,1200.32,2,1,4,214,7,0
C145540,259,1,896,1,1,3,113,5,0
C145541,406,1,293.25,1,1,2,112,4,0
C145543,602,1,2700.72,1,1,4,114,6,0
C145554,93,1,20.92,1,1,1,111,3,0
C145555,592,1,47.07,1,1,1,111,3,0
C145557,655,1,242.4,1,1,2,112,4,0
C145564,710,1,7502,1,1,4,114,6,2
C145567,180,1,4801.28,1,1,4,114,6,2
C145571,756,1,40.66,1,1,1,111,3,0
C145572,393,1,46.92,1,1,1,111,3,0
C145575,153,1,162.64,1,1,2,112,4,0
C145579,242,1,4801.28,1,1,4,114,6,2
C145580,309,1,1200.32,1,1,4,114,6,0
C145581,369,1,300.08,1,1,2,112,4,0
C145583,282,1,2400.68,1,1,4,114,6,0
C145584,512,1,1016.5,1,1,4,114,6,0
C145585,545,1,378.75,1,1,2,112,4,0
C145586,726,1,7502,1,1,4,114,6,2
C145589,23,1,1200.32,4,1,4,414,9,0
C145594,162,1,20.92,1,1,1,111,3,0
C145602,168,1,2700.72,1,1,4,114,6,0
C145612,29,1,1200.32,4,1,4,414,9,0
C145625,540,1,16800,1,1,4,114,6,1
C145626,795,1,2700.72,1,1,4,114,6,0
C145629,440,1,2700.72,1,1,4,114,6,0
C145632,50,1,5.23,3,1,1,311,5,0
C145633,577,1,47.07,1,1,1,111,3,0
C145636,483,1,162.64,1,1,2,112,4,0
C145645,491,1,46.92,1,1,1,111,3,0
C145650,205,1,650.56,1,1,3,113,5,0
C145651,236,1,4801.28,1,1,4,114,6,2
C145654,274,1,1016.5,1,1,4,114,6,0
C145657,714,1,35.84,1,1,1,111,3,0
C145662,145,1,1200.32,1,1,4,114,6,0
C145664,506,1,5401.53,1,1,4,114,6,2
C145665,425,1,600.17,1,1,3,113,5,0
C145667,771,1,4801.28,1,1,4,114,6,2
C145677,627,1,650.56,1,1,3,113,5,0
C145678,451,1,162.64,1,1,2,112,4,0
C145687,711,1,40.66,1,1,1,111,3,0
C145693,486,1,187.68,1,1,2,112,4,0
C145697,697,1,600.17,1,1,3,113,5,0
C145709,136,1,1200.32,1,1,4,114,6,0
C145710,606,1,5.23,1,1,1,111,3,0
C145711,549,1,83.68,1,1,1,111,3,0
C145713,368,1,40.66,1,1,1,111,3,0
C145714,577,1,1200.32,1,1,4,114,6,0
C145716,369,1,187.68,1,1,2,112,4,0
C145717,127,1,15.15,1,1,1,111,3,0
C145719,280,1,40.66,1,1,1,111,3,0
C145720,395,1,896,1,1,3,113,5,0
C145727,97,1,1016.5,1,1,4,114,6,0
C145728,216,1,300.08,1,1,2,112,4,0
C145730,490,1,47.07,1,1,1,111,3,0
C145731,60,1,16800,3,1,4,314,8,1
C145735,628,1,47.07,1,1,1,111,3,0
C145736,573,1,7502,1,1,4,114,6,2
C145737,24,1,40.66,4,1,1,411,6,0
C145738,194,1,130.75,1,1,2,112,4,0
C145739,87,1,300.08,2,1,2,212,5,0
C145740,414,1,1200.32,1,1,4,114,6,0
C145741,761,1,4801.28,1,1,4,114,6,2
C145748,50,1,322.56,3,1,2,312,6,0
C145750,278,1,40.66,1,1,1,111,3,0
C145751,54,1,16800,3,1,4,314,8,1
C145754,66,1,1200.32,2,1,4,214,7,0
C145755,458,1,20.92,1,1,1,111,3,0
C145760,370,1,1016.5,1,1,4,114,6,0
C145762,110,1,1200.32,1,1,4,114,6,0
C145769,664,1,2700.72,1,1,4,114,6,0
C145770,122,1,650.56,1,1,3,113,5,0
C145772,630,1,650.56,1,1,3,113,5,0
C145776,166,1,5.23,1,1,1,111,3,0
C145777,273,1,1016.5,1,1,4,114,6,0
C145778,552,1,300.08,1,1,2,112,4,0
C145779,252,1,7502,1,1,4,114,6,2
C145780,4,1,20.92,4,1,1,411,6,0
C145781,30,1,7502,4,1,4,414,9,2
C145782,788,1,83.68,1,1,1,111,3,0
C145783,508,1,143.36,1,1,2,112,4,0
C145784,665,1,9602.72,1,1,4,114,6,2
C145786,348,1,47.07,1,1,1,111,3,0
C145793,706,1,40.66,1,1,1,111,3,0
C145797,314,1,9602.72,1,1,4,114,6,2
C145798,108,1,365.94,1,1,2,112,4,0
C145800,770,1,7502,1,1,4,114,6,2
C145807,565,1,60.6,1,1,1,111,3,0
C145808,228,1,130.75,1,1,2,112,4,0
C145813,50,1,143.36,3,1,2,312,6,0
C145824,525,1,300.08,1,1,2,112,4,0
C145825,734,1,20.92,1,1,1,111,3,0
C145826,41,1,47.07,3,1,1,311,5,0
C145828,98,1,2700.72,1,1,4,114,6,0
C145833,206,1,40.66,1,1,1,111,3,0
C145834,413,1,1016.5,1,1,4,114,6,0
C145837,696,1,1200.32,1,1,4,114,6,0
C145840,527,1,2400.68,1,1,4,114,6,0
C145842,298,1,187.68,1,1,2,112,4,0
C145843,660,1,365.94,1,1,2,112,4,0
C145849,558,1,7502,1,1,4,114,6,2
C145869,402,1,2700.72,1,1,4,114,6,0
C145871,795,1,300.08,1,1,2,112,4,0
C145872,499,1,1050,1,1,4,114,6,0
C145873,320,1,300.08,1,1,2,112,4,0
C145875,444,1,7502,1,1,4,114,6,2
C145876,22,1,9450,4,1,4,414,9,2
C145878,282,1,187.68,1,1,2,112,4,0
C145886,20,1,1200.32,4,1,4,414,9,0
C145888,441,1,300.08,1,1,2,112,4,0
C145894,239,1,1016.5,1,1,4,114,6,0
C145896,745,1,322.56,1,1,2,112,4,0
C145906,358,1,322.56,1,1,2,112,4,0
C145907,251,1,40.66,1,1,1,111,3,0
C145908,611,1,300.08,1,1,2,112,4,0
C145911,687,1,300.08,1,1,2,112,4,0
C145912,354,1,300.08,1,1,2,112,4,0
C145922,293,1,11.73,1,1,1,111,3,0
C145926,278,1,5.23,1,1,1,111,3,0
C145927,610,1,300.08,1,1,2,112,4,0
C145931,589,1,322.56,1,1,2,112,4,0
C145935,279,1,35.84,1,1,1,111,3,0
C145946,601,1,130.75,1,1,2,112,4,0
C145947,58,1,15004.25,3,1,4,314,8,1
C145948,190,1,162.64,1,1,2,112,4,0
C145949,716,1,322.56,1,1,2,112,4,0
C145951,709,1,4200,1,1,4,114,6,2
C145952,53,1,573.44,3,1,3,313,7,0
C145953,534,1,896,1,1,3,113,5,0
C145958,793,1,9602.72,1,1,4,114,6,2
C145961,764,1,40.66,1,1,1,111,3,0
C145966,275,1,4801.28,1,1,4,114,6,2
C145977,15,1,7502,4,1,4,414,9,2
C145982,258,1,2700.72,1,1,4,114,6,0
C145985,492,1,83.68,1,1,1,111,3,0
C145986,18,1,1200.32,4,1,4,414,9,0
C145994,139,1,300.08,1,1,2,112,4,0
C145999,727,1,4200,1,1,4,114,6,2
C146000,380,1,2700.72,1,1,4,114,6,0
C146002,92,1,1200.32,1,1,4,114,6,0
C146009,366,1,2400.68,1,1,4,114,6,0
C146011,30,1,5.23,4,1,1,411,6,0
C146014,637,1,130.75,1,1,2,112,4,0
C146016,717,1,1200.32,1,1,4,114,6,0
C146017,146,1,600.17,1,1,3,113,5,0
C146021,624,1,600.17,1,1,3,113,5,0
C146022,24,1,300.08,4,1,2,412,7,0
C146023,781,1,2700.72,1,1,4,114,6,0
C146025,550,1,35.84,1,1,1,111,3,0
C146026,344,1,300.08,1,1,2,112,4,0
C146027,779,1,650.56,1,1,3,113,5,0
C146029,176,1,47.07,1,1,1,111,3,0
C146034,16,1,40.66,4,1,1,411,6,0
C146036,28,1,40.66,4,1,1,411,6,0
C146041,175,1,15.15,1,1,1,111,3,0
C146042,524,1,1200.32,1,1,4,114,6,0
C146044,507,1,1200.32,1,1,4,114,6,0
C146046,758,1,162.64,1,1,2,112,4,0
C146049,118,1,2700.72,1,1,4,114,6,0
C146050,542,1,300.08,1,1,2,112,4,0
C146051,518,1,2700.72,1,1,4,114,6,0
C146061,725,1,35.84,1,1,1,111,3,0
C146064,107,1,573.44,1,1,3,113,5,0
C146069,39,1,2700.72,3,1,4,314,8,0
C146080,105,1,7502,1,1,4,114,6,2
C146081,397,1,11.73,1,1,1,111,3,0
C146082,213,1,47.07,1,1,1,111,3,0
C146083,450,1,83.68,1,1,1,111,3,0
C146086,468,1,20.92,1,1,1,111,3,0
C146087,744,1,7502,1,1,4,114,6,2
C146099,524,1,35.84,1,1,1,111,3,0
C146101,147,1,2700.72,1,1,4,114,6,0
C146106,402,1,1016.5,1,1,4,114,6,0
C146108,754,1,1200.32,1,1,4,114,6,0
C146115,16,1,35.84,4,1,1,411,6,0
C146118,793,1,242.4,1,1,2,112,4,0
C146122,497,1,162.64,1,1,2,112,4,0
C146124,661,1,4801.28,1,1,4,114,6,2
